time,Latitude,Longitude,Depth,Magnitude,magType,NbStations,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2024-09-02T08:02:48.744Z,-40.8208,174.6281,71.444,3.5,ml,12,95,0.491,0.59,us,us6000np7q,2024-09-02T20:22:49.147Z,"31 km WNW of Raumati Beach, New Zealand",earthquake,4.13,7.388,0.06,36,reviewed,us,us
2024-09-02T07:39:32.030Z,18.0185,-66.72866667,14.45,3.01,md,22,127,0.05984,0.11,pr,pr71459053,2024-09-02T08:22:04.890Z,"2 km NNW of Tallaboa, Puerto Rico",earthquake,0.27,0.44,0.130263325,9,reviewed,pr,pr
2024-09-02T07:02:02.220Z,17.96416667,-67.002,7.74,2.87,md,23,179,0.04053,0.19,pr,pr71459043,2024-09-02T07:46:26.650Z,"4 km ESE of La Parguera, Puerto Rico",earthquake,0.5,0.24,0.127605999,7,reviewed,pr,pr
2024-09-02T06:58:34.140Z,17.97716667,-67.0055,7.64,3.15,md,25,158,0.03765,0.16,pr,pr71459033,2024-09-02T07:59:40.040Z,"4 km E of La Parguera, Puerto Rico",earthquake,0.33,0.15,0.098182036,10,reviewed,pr,pr
2024-09-02T06:50:46.150Z,17.9581,-67.0101,8,3.41,md,14,192,0.036,0.27,pr,pr2024246001,2024-09-02T07:22:08.215Z,"4 km ESE of La Parguera, Puerto Rico",earthquake,0.71,1.05,0.17,9,reviewed,pr,pr
2024-09-02T05:53:22.747Z,-22.2038,-68.697,123.654,4.3,mb,32,40,0.648,0.66,us,us6000np71,2024-09-02T08:26:20.040Z,"36 km NE of Calama, Chile",earthquake,4.89,4.148,0.118,20,reviewed,us,us
2024-09-02T05:23:56.662Z,-18.8318,-177.3132,570.498,4.5,mb,26,88,3.057,0.59,us,us6000np73,2024-09-02T07:01:28.040Z,Fiji region,earthquake,13.14,7.256,0.118,21,reviewed,us,us
2024-09-02T04:38:55.860Z,18.17866667,-66.15516667,78.27,3.2,md,25,90,0.06936,0.2,pr,pr71458998,2024-09-02T15:24:47.081Z,"0 km ENE of Cidra, Puerto Rico",earthquake,0.96,0.65,0.109598585,11,reviewed,pr,pr
2024-09-02T04:00:51.450Z,17.977,-67.00016667,7.38,3.04,md,18,159,0.0426,0.11,pr,pr71458973,2024-09-02T04:46:41.930Z,"4 km E of La Parguera, Puerto Rico",earthquake,0.32,0.19,0.216894798,10,reviewed,pr,pr
2024-09-02T03:52:25.800Z,17.9605,-67.0045,8,3.1,md,13,185,0.0407,0.15,pr,pr2024246000,2024-09-02T04:58:19.782Z,"4 km ESE of La Parguera, Puerto Rico",earthquake,0.42,0.69,0.27,11,reviewed,pr,pr
2024-09-02T03:16:39.768Z,-36.2457,-100.572,10,5.3,mww,83,35,11.754,0.58,us,us6000np6k,2024-09-02T05:00:38.040Z,southeast of Easter Island,earthquake,11.65,1.77,0.083,14,reviewed,us,us
2024-09-02T02:57:15.432Z,16.9221,-96.4573,67.97,4.3,mb,77,155,2.114,0.74,us,us6000np6g,2024-09-02T05:36:51.023Z,"3 km NNE of San Lucas Quiavini, Mexico",earthquake,7.47,16.099,0.062,74,reviewed,us,us
2024-09-02T01:54:14.270Z,35.0851667,-119.1386667,11.68,2.9,ml,62,39,0.05223,0.27,ci,ci40722023,2024-09-03T17:40:10.770Z,"24 km E of Maricopa, CA",earthquake,0.23,0.98,0.147,105,reviewed,ci,ci
2024-09-02T01:25:12.320Z,17.97416667,-66.79166667,15.68,2.59,md,15,160,0.04558,0.15,pr,pr71458953,2024-09-02T01:38:27.950Z,"3 km SE of Indios, Puerto Rico",earthquake,0.53,0.69,0.034093635,5,reviewed,pr,pr
2024-09-02T01:05:59.397Z,36.0392,70.4663,132.75,4.5,mb,24,97,1.87,0.75,us,us6000np5y,2024-09-02T02:37:16.040Z,"80 km NNW of PÄrÅ«n, Afghanistan",earthquake,8.55,12.464,0.221,6,reviewed,us,us
2024-09-02T01:03:22.877Z,-31.8507,-71.5538,35,3.9,mb,28,172,0.528,0.58,us,us6000np5x,2024-09-02T01:56:35.040Z,"43 km WSW of Illapel, Chile",earthquake,2.94,1.967,0.23,5,reviewed,us,us
2024-09-02T00:42:39.740Z,19.1855,-67.00233333,53.46,3.37,md,10,249,0.7216,0.46,pr,pr71458948,2024-09-02T01:01:06.470Z,"75 km N of Isabela, Puerto Rico",earthquake,3.27,8.79,0.091597652,8,reviewed,pr,pr
2024-09-02T00:39:35.212Z,4.4649,96.2435,10,4.9,mb,59,128,1.033,0.92,us,us6000np5u,2024-09-02T00:56:52.040Z,"37 km NNE of Meulaboh, Indonesia",earthquake,6.6,1.869,0.059,91,reviewed,us,us
2024-09-02T00:39:08.874Z,4.4863,96.4393,10,4.6,mb,46,65,0.894,1.07,us,us6000np5t,2024-09-02T01:02:08.040Z,"51 km NE of Meulaboh, Indonesia",earthquake,6.99,1.859,0.09,37,reviewed,us,us
2024-09-01T23:39:50.498Z,26.301,125.7094,149.06,4.6,mb,73,46,2.333,1.16,us,us6000np5j,2024-09-01T23:53:24.040Z,"170 km NNE of Hirara, Japan",earthquake,7.45,4.079,0.06,82,reviewed,us,us
2024-09-01T22:41:35.390Z,35.9688333,-117.6556667,2.69,2.45,ml,28,95,0.02133,0.14,ci,ci40721871,2024-09-02T15:13:46.357Z,"23 km E of Little Lake, CA",earthquake,0.2,0.25,0.201,26,reviewed,ci,ci
2024-09-01T20:40:32.690Z,17.99266667,-66.83466667,16.36,2.71,md,21,145,0.03694,0.27,pr,pr71458933,2024-09-01T21:00:11.620Z,"1 km W of Indios, Puerto Rico",earthquake,0.51,0.67,0.156231142,8,reviewed,pr,pr
2024-09-01T20:36:25.158Z,53.0944,160.2274,35,4.6,mb,45,161,0.955,0.75,us,us6000np4i,2024-09-01T20:53:49.040Z,"107 km E of Petropavlovsk-Kamchatsky, Russia",earthquake,10.72,1.951,0.062,78,reviewed,us,us
2024-09-01T20:22:46.810Z,19.12633324,-156.0975037,96.11000061,2.67,ml,50,298,0.2553,0.349999994,hv,hv74436007,2024-09-01T20:47:53.397Z,"35 km W of Hawaiian Ocean View, Hawaii",earthquake,3.98,2.71000004,0.25,9,automatic,hv,hv
2024-09-01T20:15:58.840Z,19.19233333,-155.4866667,31.79,2.75,ml,43,77,0.04345,0.1,hv,hv74435997,2024-09-02T14:21:39.040Z,"1 km SW of PÄhala, Hawaii",earthquake,0.57,0.58,0.179723049,34,reviewed,hv,hv
2024-09-01T20:13:34.205Z,-6.8225,155.5322,39,6.4,mww,111,34,5.085,0.7,us,us6000np3z,2024-09-03T05:12:49.657Z,"56 km S of Panguna, Papua New Guinea",earthquake,8.15,1.941,0.031,103,reviewed,us,us
2024-09-01T19:59:25.814Z,3.8194,126.4897,50.665,5,mb,90,66,3.151,1.05,us,us6000np3w,2024-09-01T20:17:06.040Z,"208 km SSE of Sarangani, Philippines",earthquake,7.51,6.853,0.046,152,reviewed,us,us
2024-09-01T17:09:14.231Z,-11.2652,162.2315,10,4.9,mb,58,117,2.889,0.75,us,us6000np36,2024-09-01T17:27:54.040Z,"95 km SSE of Kirakira, Solomon Islands",earthquake,5.49,1.875,0.057,97,reviewed,us,us
2024-09-01T17:01:41.110Z,37.42883333,-118.4613333,3.48,2.72,md,32,62,0.02581,0.07,nc,nc75056136,2024-09-04T04:05:04.340Z,"6 km NNW of Dixon Lane-Meadow Creek, CA",earthquake,0.17,0.38,0.139,49,reviewed,nc,nc
2024-09-01T16:33:34.480Z,33.6745,-116.7273333,16.02,2.69,ml,125,17,0.03818,0.21,ci,ci40721655,2024-09-02T15:38:44.843Z,"7 km S of Idyllwild, CA",earthquake,0.11,0.25,0.202,26,reviewed,ci,ci
2024-09-01T16:31:05.632Z,-22.5196,172.7423,75.011,4.8,mb,35,93,8.111,1.27,us,us6000np31,2024-09-01T16:48:21.040Z,southeast of the Loyalty Islands,earthquake,7.73,7.844,0.094,35,reviewed,us,us
2024-09-01T15:46:33.512Z,26.3824,-44.5613,10,4.8,mb,41,127,25.701,0.55,us,us6000np2u,2024-09-01T16:03:10.040Z,northern Mid-Atlantic Ridge,earthquake,9.59,1.849,0.065,73,reviewed,us,us
2024-09-01T15:32:06.711Z,29.2302,141.8767,10,4.7,mb,34,139,2.144,0.81,us,us6000np2p,2024-09-01T15:46:47.040Z,"Izu Islands, Japan region",earthquake,10.08,1.918,0.108,26,reviewed,us,us
2024-09-01T11:22:49.461Z,36.2541,-106.734,9.417,2.9,ml,49,63,1.325,0.42,us,us6000np1x,2024-09-02T06:13:39.040Z,"6 km ENE of Capulin, New Mexico",earthquake,2.2,8.442,0.039,88,reviewed,us,us
2024-09-01T11:01:44.740Z,37.43066667,-118.4646667,3.36,3.4,mw,35,64,0.02849,0.05,nc,nc75056036,2024-09-02T05:35:15.040Z,"7 km NNW of Dixon Lane-Meadow Creek, CA",earthquake,0.27,0.56,,6,reviewed,nc,nc
2024-09-01T10:37:25.609Z,32.108,-102.216,5.9326,2.8,ml,25,36,0,0.1,tx,tx2024repx,2024-09-01T22:01:41.241Z,"17 km NW of Midland, Texas",earthquake,0.729105745,1.049826939,0.2,42,reviewed,tx,tx
2024-09-01T10:11:26.962Z,19.1159,-68.636,9.438,2.7,ml,11,181,1.582,0.54,us,us6000np1l,2024-09-02T05:51:31.040Z,"45 km ENE of Miches, Dominican Republic",earthquake,5.42,9.685,0.085,20,reviewed,us,us
2024-09-01T09:43:36.699Z,46.0438,-72.7553,1.108,3.8,mwr,142,60,1.261,0.66,us,us6000np1d,2024-09-04T06:32:29.662Z,"5 km SE of Pierreville, Canada",earthquake,2.74,5.613,0.039,62,reviewed,us,us
2024-09-01T08:47:07.137Z,47.3504,-113.1597,23.624,3.5,ml,34,52,0.441,0.43,us,us6000np16,2024-09-02T13:24:00.660Z,"31 km NE of Seeley Lake, Montana",earthquake,3.12,8.166,0.04,82,reviewed,us,us
2024-09-01T08:38:24.070Z,17.96833333,-67.00133333,7.65,2.94,md,21,172,0.04084,0.24,pr,pr71458903,2024-09-01T09:41:32.450Z,"4 km E of La Parguera, Puerto Rico",earthquake,0.52,0.23,0.215151274,9,reviewed,pr,pr
2024-09-01T07:38:19.790Z,-5.8785,149.5363,100.08,5.3,mww,60,83,4.221,0.66,us,us6000np0y,2024-09-01T09:05:13.322Z,"36 km N of Kandrian, Papua New Guinea",earthquake,8.9,6.646,0.086,13,reviewed,us,us
2024-09-01T07:23:13.250Z,17.9836,-68.037,61,3.79,md,16,213,0.6323,0.44,pr,pr2024245000,2024-09-01T08:12:17.454Z,"74 km SE of Boca de Yuma, Dominican Republic",earthquake,4.1,3.82,0.07,11,reviewed,pr,pr
2024-09-01T06:41:35.355Z,15.7705,-93.6754,62.394,4,mb,30,174,1.564,0.54,us,us6000np0n,2024-09-01T07:14:45.040Z,"10 km WSW of Manuel Ãvila Camacho (Ponte Duro), Mexico",earthquake,9.19,11.251,0.097,28,reviewed,us,us
2024-09-01T05:59:56.010Z,18.72716667,-67.46533333,14.88,3.21,md,11,197,0.4237,0.3,pr,pr71458888,2024-09-01T07:01:52.470Z,"46 km NW of San Antonio, Puerto Rico",earthquake,1.37,1.35,0.083705443,5,reviewed,pr,pr
2024-09-01T03:53:06.374Z,38.7338,-118.6368,9,2.5,ml,12,51.83,0.139,0.1271,nn,nn00883589,2024-09-03T17:53:36.409Z,"14 km NE of Walker Lake, Nevada",earthquake,,1.6,0.41,6,reviewed,nn,nn
2024-09-01T03:42:49.405Z,8.1824,91.7074,10,5.2,mww,99,62,5.974,0.83,us,us6000nnzf,2024-09-01T04:02:30.040Z,"Nicobar Islands, India region",earthquake,6.9,1.823,0.093,11,reviewed,us,us
2024-09-01T02:28:41.767Z,35.4991,138.95,38.508,4.5,mb,46,111,1.207,0.73,us,us6000nnz4,2024-09-01T03:29:43.508Z,"9 km ENE of Oshino, Japan",earthquake,5.12,7.566,0.101,29,reviewed,us,us
2024-09-01T02:09:12.453Z,-20.534,-69.2677,97.986,4.3,mb,21,62,0.405,0.71,us,us6000nnyz,2024-09-01T02:36:46.392Z,"46 km ESE of La Tirana, Chile",earthquake,3.28,5.96,0.177,9,reviewed,us,us
2024-09-01T01:55:06.257Z,-10.4422,66.4448,10,4.6,mb,39,86,41.337,0.77,us,us6000nnyy,2024-09-01T02:21:57.040Z,Mid-Indian Ridge,earthquake,14.51,1.849,0.105,27,reviewed,us,us
2024-09-01T01:44:16.820Z,18.14766667,-67.23266667,12.95,2.6,md,6,239,0.1829,0.28,pr,pr71458838,2024-09-01T01:54:58.980Z,"9 km NNW of Puerto Real, Puerto Rico",earthquake,3.38,3.32,0.038389183,4,reviewed,pr,pr
2024-09-01T01:41:49.770Z,17.75466667,-67.05333333,37.29,2.74,md,7,293,0.2138,0.04,pr,pr71458833,2024-09-01T01:53:14.560Z,"24 km S of La Parguera, Puerto Rico",earthquake,0.6,0.69,0.042688555,4,reviewed,pr,pr
2024-09-01T00:53:16.487Z,-57.9775,-25.7042,53.335,5.6,mb,60,55,16.646,0.98,us,us6000nny3,2024-09-02T00:57:06.200Z,South Sandwich Islands region,earthquake,11.31,6.811,0.047,156,reviewed,us,us
2024-09-01T00:49:26.867Z,4.7359,125.2086,10,5,mb,31,106,2.348,0.94,us,us6000nny2,2024-09-01T01:06:38.040Z,"79 km SSW of Sarangani, Philippines",earthquake,8.8,1.905,0.071,64,reviewed,us,us
2024-08-31T21:16:47.780Z,17.7863,-68.0685,39,3.83,md,18,225,0.792,0.43,pr,pr2024244000,2024-08-31T21:49:22.732Z,"86 km SE of Boca de Yuma, Dominican Republic",earthquake,2.75,7.76,0.11,12,reviewed,pr,pr
2024-08-31T19:09:29.700Z,35.0876667,-119.0938333,12.39,2.59,ml,60,27,0.03014,0.28,ci,ci40720895,2024-08-31T22:12:57.040Z,"22 km NW of Grapevine, CA",earthquake,0.24,0.79,0.133,25,automatic,ci,ci
2024-08-31T18:54:55.659Z,-29.7956,-71.6547,25.997,4.1,mb,20,194,0.382,0.54,us,us6000nnwx,2024-09-03T13:59:49.040Z,"35 km WNW of Coquimbo, Chile",earthquake,3.85,8.582,0.524,1,reviewed,us,us
2024-08-31T18:33:39.144Z,29.5882,130.5883,37.814,4.3,mb,46,120,1.918,0.84,us,us6000nnwv,2024-09-01T13:00:09.040Z,"71 km S of Koshima, Japan",earthquake,6.19,5.676,0.097,31,reviewed,us,us
2024-08-31T18:21:41.813Z,23.8013,121.7103,25.912,4.5,mwr,69,56,0.386,0.97,us,us6000nnwq,2024-09-02T08:47:42.388Z,"22 km SSE of Hualien City, Taiwan",earthquake,3.64,5.041,0.066,22,reviewed,us,us
2024-08-31T18:02:10.639Z,42.7503,-109.0215,10.143,2.7,ml,33,96,0.395,0.42,us,us6000nnwn,2024-09-02T14:15:28.210Z,"25 km WSW of Lander, Wyoming",earthquake,2.12,7.356,0.038,92,reviewed,us,us
2024-08-31T16:43:57.637Z,50.6363,87.2653,16.453,4.1,mb,23,75,3.547,0.86,us,us6000nnwi,2024-08-31T18:25:06.040Z,"49 km W of Ulagan, Russia",earthquake,7.36,5.695,0.166,10,reviewed,us,us
2024-08-31T16:41:18.269Z,-23.3098,-179.8213,530.339,4.6,mb,46,96,4.896,0.73,us,us6000nnwh,2024-08-31T16:58:40.040Z,south of the Fiji Islands,earthquake,11.67,7.763,0.059,87,reviewed,us,us
2024-08-31T14:03:36.274Z,79.9272,1.2536,10,4.4,mb,20,135,2.217,0.66,us,us6000nnw2,2024-08-31T14:42:10.040Z,Greenland Sea,earthquake,11.88,1.944,0.135,16,reviewed,us,us
2024-08-31T13:04:47.130Z,-29.8275,-71.8279,25.688,5,mb,31,122,0.52,1.33,us,us6000nnvk,2024-08-31T19:49:32.075Z,"49 km WNW of Coquimbo, Chile",earthquake,4.33,6.472,0.141,18,reviewed,us,us
2024-08-31T13:04:23.783Z,32.0038,130.5529,55.719,4.6,mb,42,112,0.5,1.47,us,us6000nnvm,2024-08-31T13:31:53.040Z,"9 km SW of ÅŒkuchi-shinohara, Japan",earthquake,9.92,7.546,0.05,121,reviewed,us,us
2024-08-31T12:25:00.890Z,-8.4669,112.533,128.804,4.1,mb,24,95,1.602,0.93,us,us6000nnvj,2024-08-31T13:03:15.040Z,"34 km SSW of Gongdanglegi Kulon, Indonesia",earthquake,5.37,8.078,0.146,14,reviewed,us,us
2024-08-31T11:43:56.680Z,33.2501667,-116.0965,7.66,2.79,ml,96,19,0.09739,0.2,ci,ci40720575,2024-09-02T05:44:51.230Z,"12 km NNE of Ocotillo Wells, CA",earthquake,0.12,0.45,0.162,25,reviewed,ci,ci
2024-08-31T11:41:59.030Z,18.01383333,-65.37033333,7.62,2.99,md,13,211,0.3388,0.4,pr,pr71458763,2024-08-31T12:03:39.760Z,"14 km SE of Esperanza, Puerto Rico",earthquake,1.54,1.64,0.110610074,9,reviewed,pr,pr
2024-08-31T10:01:04.052Z,31.627,-104.007,6.0999,3.4,ml,25,50,0.1,0.1,tx,tx2024rctc,2024-09-01T10:06:30.705Z,"39 km WSW of Mentone, Texas",earthquake,0.655449813,1.17720185,0.2,33,reviewed,tx,tx
2024-08-31T09:49:34.310Z,40.4782,-127.6648,10,2.6,ml,23,284,2.705,0.89,us,us6000nnuy,2024-08-31T10:54:53.040Z,"288 km W of Ferndale, California",earthquake,4.96,2.026,0.053,46,reviewed,us,us
2024-08-31T08:53:47.424Z,-3.3851,139.6864,35,5,mb,58,48,1.333,0.76,us,us6000nnut,2024-08-31T13:12:27.040Z,"136 km SW of Abepura, Indonesia",earthquake,8.07,1.875,0.068,75,reviewed,us,us
2024-08-31T08:17:15.480Z,35.007,-97.76083333,12.69,2.57,ml,80,82,0,0.25,ok,ok2024rcpp,2024-09-01T23:38:49.337Z,"10 km N of Alex, Oklahoma",earthquake,,0.8,0.21,37,reviewed,ok,ok
2024-08-31T07:56:24.998Z,31.667,-104.373,6.0999,3.3,ml,34,69,0.1,0.2,tx,tx2024rcoz,2024-09-01T08:01:34.874Z,"56 km S of Whites City, New Mexico",earthquake,0.864341897,1.117727606,0.1,26,reviewed,tx,tx
